kabupaten,tipe,bulan,tahun,bulan_ke,titik_panas
Bengkayang,Kabupaten,2012-01,2012,1,3
Bengkayang,Kabupaten,2012-02,2012,2,5
Bengkayang,Kabupaten,2012-03,2012,3,28
Bengkayang,Kabupaten,2012-04,2012,4,33
Bengkayang,Kabupaten,2012-05,2012,5,110
Bengkayang,Kabupaten,2012-06,2012,6,290
Bengkayang,Kabupaten,2012-07,2012,7,55
Bengkayang,Kabupaten,2012-08,2012,8,704
Bengkayang,Kabupaten,2012-09,2012,9,478
Bengkayang,Kabupaten,2012-10,2012,10,113
Bengkayang,Kabupaten,2012-11,2012,11,6
Bengkayang,Kabupaten,2012-12,2012,12,0
Bengkayang,Kabupaten,2013-01,2013,1,17
Bengkayang,Kabupaten,2013-02,2013,2,2
Bengkayang,Kabupaten,2013-03,2013,3,214
Bengkayang,Kabupaten,2013-04,2013,4,43
Bengkayang,Kabupaten,2013-05,2013,5,11
Bengkayang,Kabupaten,2013-06,2013,6,183
Bengkayang,Kabupaten,2013-07,2013,7,120
Bengkayang,Kabupaten,2013-08,2013,8,834
Bengkayang,Kabupaten,2013-09,2013,9,122
Bengkayang,Kabupaten,2013-10,2013,10,47
Bengkayang,Kabupaten,2013-11,2013,11,2
Bengkayang,Kabupaten,2013-12,2013,12,2
Bengkayang,Kabupaten,2014-01,2014,1,144
Bengkayang,Kabupaten,2014-02,2014,2,792
Bengkayang,Kabupaten,2014-03,2014,3,643
Bengkayang,Kabupaten,2014-04,2014,4,48
Bengkayang,Kabupaten,2014-05,2014,5,8
Bengkayang,Kabupaten,2014-06,2014,6,105
Bengkayang,Kabupaten,2014-07,2014,7,841
Bengkayang,Kabupaten,2014-08,2014,8,199
Bengkayang,Kabupaten,2014-09,2014,9,374
Bengkayang,Kabupaten,2014-10,2014,10,15
Bengkayang,Kabupaten,2014-11,2014,11,1
Bengkayang,Kabupaten,2014-12,2014,12,3
Bengkayang,Kabupaten,2015-01,2015,1,0
Bengkayang,Kabupaten,2015-02,2015,2,2
Bengkayang,Kabupaten,2015-03,2015,3,47
Bengkayang,Kabupaten,2015-04,2015,4,16
Bengkayang,Kabupaten,2015-05,2015,5,23
Bengkayang,Kabupaten,2015-06,2015,6,33
Bengkayang,Kabupaten,2015-07,2015,7,137
Bengkayang,Kabupaten,2015-08,2015,8,494
Bengkayang,Kabupaten,2015-09,2015,9,75
Bengkayang,Kabupaten,2015-10,2015,10,7
Bengkayang,Kabupaten,2015-11,2015,11,3
Bengkayang,Kabupaten,2015-12,2015,12,6
Bengkayang,Kabupaten,2016-01,2016,1,4
Bengkayang,Kabupaten,2016-02,2016,2,1
Bengkayang,Kabupaten,2016-03,2016,3,1
Bengkayang,Kabupaten,2016-04,2016,4,3
Bengkayang,Kabupaten,2016-05,2016,5,1
Bengkayang,Kabupaten,2016-06,2016,6,11
Bengkayang,Kabupaten,2016-07,2016,7,38
Bengkayang,Kabupaten,2016-08,2016,8,722
Bengkayang,Kabupaten,2016-09,2016,9,40
Bengkayang,Kabupaten,2016-10,2016,10,11
Bengkayang,Kabupaten,2016-11,2016,11,0
Bengkayang,Kabupaten,2016-12,2016,12,6
Bengkayang,Kabupaten,2017-01,2017,1,10
Bengkayang,Kabupaten,2017-02,2017,2,0
Bengkayang,Kabupaten,2017-03,2017,3,2
Bengkayang,Kabupaten,2017-04,2017,4,3
Bengkayang,Kabupaten,2017-05,2017,5,2
Bengkayang,Kabupaten,2017-06,2017,6,13
Bengkayang,Kabupaten,2017-07,2017,7,84
Bengkayang,Kabupaten,2017-08,2017,8,170
Bengkayang,Kabupaten,2017-09,2017,9,187
Bengkayang,Kabupaten,2017-10,2017,10,17
Bengkayang,Kabupaten,2017-11,2017,11,2
Bengkayang,Kabupaten,2017-12,2017,12,3
Bengkayang,Kabupaten,2018-01,2018,1,3
Bengkayang,Kabupaten,2018-02,2018,2,73
Bengkayang,Kabupaten,2018-03,2018,3,8
Bengkayang,Kabupaten,2018-04,2018,4,14
Bengkayang,Kabupaten,2018-05,2018,5,5
Bengkayang,Kabupaten,2018-06,2018,6,14
Bengkayang,Kabupaten,2018-07,2018,7,183
Bengkayang,Kabupaten,2018-08,2018,8,952
Bengkayang,Kabupaten,2018-09,2018,9,89
Bengkayang,Kabupaten,2018-10,2018,10,1
Bengkayang,Kabupaten,2018-11,2018,11,0
Bengkayang,Kabupaten,2018-12,2018,12,1
Bengkayang,Kabupaten,2019-01,2019,1,8
Bengkayang,Kabupaten,2019-02,2019,2,1
Bengkayang,Kabupaten,2019-03,2019,3,98
Bengkayang,Kabupaten,2019-04,2019,4,43
Bengkayang,Kabupaten,2019-05,2019,5,20
Bengkayang,Kabupaten,2019-06,2019,6,11
Bengkayang,Kabupaten,2019-07,2019,7,80
Bengkayang,Kabupaten,2019-08,2019,8,350
Bengkayang,Kabupaten,2019-09,2019,9,239
Bengkayang,Kabupaten,2019-10,2019,10,0
Bengkayang,Kabupaten,2019-11,2019,11,4
Bengkayang,Kabupaten,2019-12,2019,12,0
Bengkayang,Kabupaten,2020-01,2020,1,2
Bengkayang,Kabupaten,2020-02,2020,2,7
Bengkayang,Kabupaten,2020-03,2020,3,13
Bengkayang,Kabupaten,2020-04,2020,4,13
Bengkayang,Kabupaten,2020-05,2020,5,3
Bengkayang,Kabupaten,2020-06,2020,6,4
Bengkayang,Kabupaten,2020-07,2020,7,24
Bengkayang,Kabupaten,2020-08,2020,8,733
Bengkayang,Kabupaten,2020-09,2020,9,81
Bengkayang,Kabupaten,2020-10,2020,10,26
Bengkayang,Kabupaten,2020-11,2020,11,0
Bengkayang,Kabupaten,2020-12,2020,12,1
Bengkayang,Kabupaten,2021-01,2021,1,2
Bengkayang,Kabupaten,2021-02,2021,2,16
Bengkayang,Kabupaten,2021-03,2021,3,2
Bengkayang,Kabupaten,2021-04,2021,4,11
Bengkayang,Kabupaten,2021-05,2021,5,4
Bengkayang,Kabupaten,2021-06,2021,6,3
Bengkayang,Kabupaten,2021-07,2021,7,83
Bengkayang,Kabupaten,2021-08,2021,8,135
Bengkayang,Kabupaten,2021-09,2021,9,205
Bengkayang,Kabupaten,2021-10,2021,10,19
Bengkayang,Kabupaten,2021-11,2021,11,2
Bengkayang,Kabupaten,2021-12,2021,12,2
Bengkayang,Kabupaten,2022-01,2022,1,4
Bengkayang,Kabupaten,2022-02,2022,2,28
Bengkayang,Kabupaten,2022-03,2022,3,58
Bengkayang,Kabupaten,2022-04,2022,4,15
Bengkayang,Kabupaten,2022-05,2022,5,29
Bengkayang,Kabupaten,2022-06,2022,6,2
Bengkayang,Kabupaten,2022-07,2022,7,94
Bengkayang,Kabupaten,2022-08,2022,8,173
Bengkayang,Kabupaten,2022-09,2022,9,23
Bengkayang,Kabupaten,2022-10,2022,10,7
Bengkayang,Kabupaten,2022-11,2022,11,2
Bengkayang,Kabupaten,2022-12,2022,12,9
Bengkayang,Kabupaten,2023-01,2023,1,2
Bengkayang,Kabupaten,2023-02,2023,2,8
Bengkayang,Kabupaten,2023-03,2023,3,1
Bengkayang,Kabupaten,2023-04,2023,4,33
Bengkayang,Kabupaten,2023-05,2023,5,21
Bengkayang,Kabupaten,2023-06,2023,6,46
Bengkayang,Kabupaten,2023-07,2023,7,392
Bengkayang,Kabupaten,2023-08,2023,8,400
Bengkayang,Kabupaten,2023-09,2023,9,226
Bengkayang,Kabupaten,2023-10,2023,10,17
Bengkayang,Kabupaten,2023-11,2023,11,4
Bengkayang,Kabupaten,2023-12,2023,12,6
Bengkayang,Kabupaten,2024-01,2024,1,2
Bengkayang,Kabupaten,2024-02,2024,2,4
Bengkayang,Kabupaten,2024-03,2024,3,13
Bengkayang,Kabupaten,2024-04,2024,4,3
Bengkayang,Kabupaten,2024-05,2024,5,6
Bengkayang,Kabupaten,2024-06,2024,6,13
Bengkayang,Kabupaten,2024-07,2024,7,71
Bengkayang,Kabupaten,2024-08,2024,8,113
Bengkayang,Kabupaten,2024-09,2024,9,481
Bengkayang,Kabupaten,2024-10,2024,10,42
Bengkayang,Kabupaten,2024-11,2024,11,0
Bengkayang,Kabupaten,2024-12,2024,12,5
Bengkayang,Kabupaten,2025-01,2025,1,0
Bengkayang,Kabupaten,2025-02,2025,2,1
Bengkayang,Kabupaten,2025-03,2025,3,5
Bengkayang,Kabupaten,2025-04,2025,4,1
Bengkayang,Kabupaten,2025-05,2025,5,14
Bengkayang,Kabupaten,2025-06,2025,6,39
Bengkayang,Kabupaten,2025-07,2025,7,459
Bengkayang,Kabupaten,2025-08,2025,8,555
Bengkayang,Kabupaten,2025-09,2025,9,31
Bengkayang,Kabupaten,2025-10,2025,10,12
Bengkayang,Kabupaten,2025-11,2025,11,12
Bengkayang,Kabupaten,2025-12,2025,12,1
Bengkayang,Kabupaten,2026-01,2026,1,24
Bengkayang,Kabupaten,2026-02,2026,2,56
Bengkayang,Kabupaten,2026-03,2026,3,237
Bengkayang,Kabupaten,2026-04,2026,4,40
Bengkayang,Kabupaten,2026-05,2026,5,14
Bengkayang,Kabupaten,2026-06,2026,6,10
Bengkayang,Kabupaten,2026-07,2026,7,70
Bengkayang,Kabupaten,2026-08,2026,8,514
KapuasHulu,Kabupaten,2012-01,2012,1,0
KapuasHulu,Kabupaten,2012-02,2012,2,0
KapuasHulu,Kabupaten,2012-03,2012,3,6
KapuasHulu,Kabupaten,2012-04,2012,4,12
KapuasHulu,Kabupaten,2012-05,2012,5,21
KapuasHulu,Kabupaten,2012-06,2012,6,169
KapuasHulu,Kabupaten,2012-07,2012,7,119
KapuasHulu,Kabupaten,2012-08,2012,8,1828
KapuasHulu,Kabupaten,2012-09,2012,9,451
KapuasHulu,Kabupaten,2012-10,2012,10,15
KapuasHulu,Kabupaten,2012-11,2012,11,3
KapuasHulu,Kabupaten,2012-12,2012,12,0
KapuasHulu,Kabupaten,2013-01,2013,1,0
KapuasHulu,Kabupaten,2013-02,2013,2,0
KapuasHulu,Kabupaten,2013-03,2013,3,5
KapuasHulu,Kabupaten,2013-04,2013,4,8
KapuasHulu,Kabupaten,2013-05,2013,5,3
KapuasHulu,Kabupaten,2013-06,2013,6,62
KapuasHulu,Kabupaten,2013-07,2013,7,29
KapuasHulu,Kabupaten,2013-08,2013,8,826
KapuasHulu,Kabupaten,2013-09,2013,9,352
KapuasHulu,Kabupaten,2013-10,2013,10,87
KapuasHulu,Kabupaten,2013-11,2013,11,2
KapuasHulu,Kabupaten,2013-12,2013,12,1
KapuasHulu,Kabupaten,2014-01,2014,1,11
KapuasHulu,Kabupaten,2014-02,2014,2,84
KapuasHulu,Kabupaten,2014-03,2014,3,123
KapuasHulu,Kabupaten,2014-04,2014,4,3
KapuasHulu,Kabupaten,2014-05,2014,5,4
KapuasHulu,Kabupaten,2014-06,2014,6,17
KapuasHulu,Kabupaten,2014-07,2014,7,1109
KapuasHulu,Kabupaten,2014-08,2014,8,767
KapuasHulu,Kabupaten,2014-09,2014,9,411
KapuasHulu,Kabupaten,2014-10,2014,10,28
KapuasHulu,Kabupaten,2014-11,2014,11,5
KapuasHulu,Kabupaten,2014-12,2014,12,1
KapuasHulu,Kabupaten,2015-01,2015,1,1
KapuasHulu,Kabupaten,2015-02,2015,2,0
KapuasHulu,Kabupaten,2015-03,2015,3,5
KapuasHulu,Kabupaten,2015-04,2015,4,0
KapuasHulu,Kabupaten,2015-05,2015,5,3
KapuasHulu,Kabupaten,2015-06,2015,6,19
KapuasHulu,Kabupaten,2015-07,2015,7,590
KapuasHulu,Kabupaten,2015-08,2015,8,1948
KapuasHulu,Kabupaten,2015-09,2015,9,205
KapuasHulu,Kabupaten,2015-10,2015,10,15
KapuasHulu,Kabupaten,2015-11,2015,11,2
KapuasHulu,Kabupaten,2015-12,2015,12,6
KapuasHulu,Kabupaten,2016-01,2016,1,1
KapuasHulu,Kabupaten,2016-02,2016,2,0
KapuasHulu,Kabupaten,2016-03,2016,3,0
KapuasHulu,Kabupaten,2016-04,2016,4,0
KapuasHulu,Kabupaten,2016-05,2016,5,2
KapuasHulu,Kabupaten,2016-06,2016,6,0
KapuasHulu,Kabupaten,2016-07,2016,7,25
KapuasHulu,Kabupaten,2016-08,2016,8,1029
KapuasHulu,Kabupaten,2016-09,2016,9,225
KapuasHulu,Kabupaten,2016-10,2016,10,44
KapuasHulu,Kabupaten,2016-11,2016,11,1
KapuasHulu,Kabupaten,2016-12,2016,12,0
KapuasHulu,Kabupaten,2017-01,2017,1,0
KapuasHulu,Kabupaten,2017-02,2017,2,3
KapuasHulu,Kabupaten,2017-03,2017,3,0
KapuasHulu,Kabupaten,2017-04,2017,4,2
KapuasHulu,Kabupaten,2017-05,2017,5,4
KapuasHulu,Kabupaten,2017-06,2017,6,6
KapuasHulu,Kabupaten,2017-07,2017,7,203
KapuasHulu,Kabupaten,2017-08,2017,8,313
KapuasHulu,Kabupaten,2017-09,2017,9,225
KapuasHulu,Kabupaten,2017-10,2017,10,4
KapuasHulu,Kabupaten,2017-11,2017,11,0
KapuasHulu,Kabupaten,2017-12,2017,12,4
KapuasHulu,Kabupaten,2018-01,2018,1,0
KapuasHulu,Kabupaten,2018-02,2018,2,6
KapuasHulu,Kabupaten,2018-03,2018,3,9
KapuasHulu,Kabupaten,2018-04,2018,4,5
KapuasHulu,Kabupaten,2018-05,2018,5,5
KapuasHulu,Kabupaten,2018-06,2018,6,4
KapuasHulu,Kabupaten,2018-07,2018,7,339
KapuasHulu,Kabupaten,2018-08,2018,8,1508
KapuasHulu,Kabupaten,2018-09,2018,9,76
KapuasHulu,Kabupaten,2018-10,2018,10,7
KapuasHulu,Kabupaten,2018-11,2018,11,0
KapuasHulu,Kabupaten,2018-12,2018,12,0
KapuasHulu,Kabupaten,2019-01,2019,1,3
KapuasHulu,Kabupaten,2019-02,2019,2,1
KapuasHulu,Kabupaten,2019-03,2019,3,11
KapuasHulu,Kabupaten,2019-04,2019,4,5
KapuasHulu,Kabupaten,2019-05,2019,5,35
KapuasHulu,Kabupaten,2019-06,2019,6,14
KapuasHulu,Kabupaten,2019-07,2019,7,119
KapuasHulu,Kabupaten,2019-08,2019,8,1132
KapuasHulu,Kabupaten,2019-09,2019,9,515
KapuasHulu,Kabupaten,2019-10,2019,10,0
KapuasHulu,Kabupaten,2019-11,2019,11,3
KapuasHulu,Kabupaten,2019-12,2019,12,0
KapuasHulu,Kabupaten,2020-01,2020,1,0
KapuasHulu,Kabupaten,2020-02,2020,2,1
KapuasHulu,Kabupaten,2020-03,2020,3,2
KapuasHulu,Kabupaten,2020-04,2020,4,1
KapuasHulu,Kabupaten,2020-05,2020,5,8
KapuasHulu,Kabupaten,2020-06,2020,6,5
KapuasHulu,Kabupaten,2020-07,2020,7,0
KapuasHulu,Kabupaten,2020-08,2020,8,634
KapuasHulu,Kabupaten,2020-09,2020,9,127
KapuasHulu,Kabupaten,2020-10,2020,10,77
KapuasHulu,Kabupaten,2020-11,2020,11,0
KapuasHulu,Kabupaten,2020-12,2020,12,0
KapuasHulu,Kabupaten,2021-01,2021,1,0
KapuasHulu,Kabupaten,2021-02,2021,2,10
KapuasHulu,Kabupaten,2021-03,2021,3,1
KapuasHulu,Kabupaten,2021-04,2021,4,5
KapuasHulu,Kabupaten,2021-05,2021,5,6
KapuasHulu,Kabupaten,2021-06,2021,6,2
KapuasHulu,Kabupaten,2021-07,2021,7,74
KapuasHulu,Kabupaten,2021-08,2021,8,135
KapuasHulu,Kabupaten,2021-09,2021,9,202
KapuasHulu,Kabupaten,2021-10,2021,10,144
KapuasHulu,Kabupaten,2021-11,2021,11,1
KapuasHulu,Kabupaten,2021-12,2021,12,0
KapuasHulu,Kabupaten,2022-01,2022,1,2
KapuasHulu,Kabupaten,2022-02,2022,2,4
KapuasHulu,Kabupaten,2022-03,2022,3,4
KapuasHulu,Kabupaten,2022-04,2022,4,4
KapuasHulu,Kabupaten,2022-05,2022,5,9
KapuasHulu,Kabupaten,2022-06,2022,6,2
KapuasHulu,Kabupaten,2022-07,2022,7,75
KapuasHulu,Kabupaten,2022-08,2022,8,420
KapuasHulu,Kabupaten,2022-09,2022,9,74
KapuasHulu,Kabupaten,2022-10,2022,10,8
KapuasHulu,Kabupaten,2022-11,2022,11,6
KapuasHulu,Kabupaten,2022-12,2022,12,5
KapuasHulu,Kabupaten,2023-01,2023,1,7
KapuasHulu,Kabupaten,2023-02,2023,2,3
KapuasHulu,Kabupaten,2023-03,2023,3,5
KapuasHulu,Kabupaten,2023-04,2023,4,21
KapuasHulu,Kabupaten,2023-05,2023,5,14
KapuasHulu,Kabupaten,2023-06,2023,6,27
KapuasHulu,Kabupaten,2023-07,2023,7,736
KapuasHulu,Kabupaten,2023-08,2023,8,643
KapuasHulu,Kabupaten,2023-09,2023,9,61
KapuasHulu,Kabupaten,2023-10,2023,10,8
KapuasHulu,Kabupaten,2023-11,2023,11,0
KapuasHulu,Kabupaten,2023-12,2023,12,0
KapuasHulu,Kabupaten,2024-01,2024,1,2
KapuasHulu,Kabupaten,2024-02,2024,2,0
KapuasHulu,Kabupaten,2024-03,2024,3,6
KapuasHulu,Kabupaten,2024-04,2024,4,0
KapuasHulu,Kabupaten,2024-05,2024,5,5
KapuasHulu,Kabupaten,2024-06,2024,6,1
KapuasHulu,Kabupaten,2024-07,2024,7,22
KapuasHulu,Kabupaten,2024-08,2024,8,369
KapuasHulu,Kabupaten,2024-09,2024,9,558
KapuasHulu,Kabupaten,2024-10,2024,10,15
KapuasHulu,Kabupaten,2024-11,2024,11,1
KapuasHulu,Kabupaten,2024-12,2024,12,0
KapuasHulu,Kabupaten,2025-01,2025,1,1
KapuasHulu,Kabupaten,2025-02,2025,2,1
KapuasHulu,Kabupaten,2025-03,2025,3,4
KapuasHulu,Kabupaten,2025-04,2025,4,1
KapuasHulu,Kabupaten,2025-05,2025,5,13
KapuasHulu,Kabupaten,2025-06,2025,6,14
KapuasHulu,Kabupaten,2025-07,2025,7,420
KapuasHulu,Kabupaten,2025-08,2025,8,563
KapuasHulu,Kabupaten,2025-09,2025,9,296
KapuasHulu,Kabupaten,2025-10,2025,10,15
KapuasHulu,Kabupaten,2025-11,2025,11,19
KapuasHulu,Kabupaten,2025-12,2025,12,4
KapuasHulu,Kabupaten,2026-01,2026,1,25
KapuasHulu,Kabupaten,2026-02,2026,2,10
KapuasHulu,Kabupaten,2026-03,2026,3,54
KapuasHulu,Kabupaten,2026-04,2026,4,8
KapuasHulu,Kabupaten,2026-05,2026,5,7
KapuasHulu,Kabupaten,2026-06,2026,6,17
KapuasHulu,Kabupaten,2026-07,2026,7,178
KapuasHulu,Kabupaten,2026-08,2026,8,1453
KayongUtara,Kabupaten,2012-01,2012,1,0
KayongUtara,Kabupaten,2012-02,2012,2,1
KayongUtara,Kabupaten,2012-03,2012,3,3
KayongUtara,Kabupaten,2012-04,2012,4,0
KayongUtara,Kabupaten,2012-05,2012,5,11
KayongUtara,Kabupaten,2012-06,2012,6,44
KayongUtara,Kabupaten,2012-07,2012,7,179
KayongUtara,Kabupaten,2012-08,2012,8,1030
KayongUtara,Kabupaten,2012-09,2012,9,1179
KayongUtara,Kabupaten,2012-10,2012,10,400
KayongUtara,Kabupaten,2012-11,2012,11,1
KayongUtara,Kabupaten,2012-12,2012,12,0
KayongUtara,Kabupaten,2013-01,2013,1,14
KayongUtara,Kabupaten,2013-02,2013,2,5
KayongUtara,Kabupaten,2013-03,2013,3,39
KayongUtara,Kabupaten,2013-04,2013,4,1
KayongUtara,Kabupaten,2013-05,2013,5,0
KayongUtara,Kabupaten,2013-06,2013,6,71
KayongUtara,Kabupaten,2013-07,2013,7,2
KayongUtara,Kabupaten,2013-08,2013,8,89
KayongUtara,Kabupaten,2013-09,2013,9,168
KayongUtara,Kabupaten,2013-10,2013,10,211
KayongUtara,Kabupaten,2013-11,2013,11,5
KayongUtara,Kabupaten,2013-12,2013,12,0
KayongUtara,Kabupaten,2014-01,2014,1,66
KayongUtara,Kabupaten,2014-02,2014,2,212
KayongUtara,Kabupaten,2014-03,2014,3,90
KayongUtara,Kabupaten,2014-04,2014,4,6
KayongUtara,Kabupaten,2014-05,2014,5,2
KayongUtara,Kabupaten,2014-06,2014,6,9
KayongUtara,Kabupaten,2014-07,2014,7,142
KayongUtara,Kabupaten,2014-08,2014,8,147
KayongUtara,Kabupaten,2014-09,2014,9,409
KayongUtara,Kabupaten,2014-10,2014,10,86
KayongUtara,Kabupaten,2014-11,2014,11,1
KayongUtara,Kabupaten,2014-12,2014,12,1
KayongUtara,Kabupaten,2015-01,2015,1,5
KayongUtara,Kabupaten,2015-02,2015,2,4
KayongUtara,Kabupaten,2015-03,2015,3,11
KayongUtara,Kabupaten,2015-04,2015,4,0
KayongUtara,Kabupaten,2015-05,2015,5,6
KayongUtara,Kabupaten,2015-06,2015,6,22
KayongUtara,Kabupaten,2015-07,2015,7,251
KayongUtara,Kabupaten,2015-08,2015,8,1149
KayongUtara,Kabupaten,2015-09,2015,9,2394
KayongUtara,Kabupaten,2015-10,2015,10,420
KayongUtara,Kabupaten,2015-11,2015,11,6
KayongUtara,Kabupaten,2015-12,2015,12,3
KayongUtara,Kabupaten,2016-01,2016,1,0
KayongUtara,Kabupaten,2016-02,2016,2,1
KayongUtara,Kabupaten,2016-03,2016,3,0
KayongUtara,Kabupaten,2016-04,2016,4,0
KayongUtara,Kabupaten,2016-05,2016,5,0
KayongUtara,Kabupaten,2016-06,2016,6,1
KayongUtara,Kabupaten,2016-07,2016,7,14
KayongUtara,Kabupaten,2016-08,2016,8,58
KayongUtara,Kabupaten,2016-09,2016,9,99
KayongUtara,Kabupaten,2016-10,2016,10,7
KayongUtara,Kabupaten,2016-11,2016,11,3
KayongUtara,Kabupaten,2016-12,2016,12,3
KayongUtara,Kabupaten,2017-01,2017,1,8
KayongUtara,Kabupaten,2017-02,2017,2,6
KayongUtara,Kabupaten,2017-03,2017,3,0
KayongUtara,Kabupaten,2017-04,2017,4,3
KayongUtara,Kabupaten,2017-05,2017,5,3
KayongUtara,Kabupaten,2017-06,2017,6,4
KayongUtara,Kabupaten,2017-07,2017,7,3
KayongUtara,Kabupaten,2017-08,2017,8,11
KayongUtara,Kabupaten,2017-09,2017,9,45
KayongUtara,Kabupaten,2017-10,2017,10,3
KayongUtara,Kabupaten,2017-11,2017,11,0
KayongUtara,Kabupaten,2017-12,2017,12,1
KayongUtara,Kabupaten,2018-01,2018,1,1
KayongUtara,Kabupaten,2018-02,2018,2,19
KayongUtara,Kabupaten,2018-03,2018,3,1
KayongUtara,Kabupaten,2018-04,2018,4,2
KayongUtara,Kabupaten,2018-05,2018,5,2
KayongUtara,Kabupaten,2018-06,2018,6,0
KayongUtara,Kabupaten,2018-07,2018,7,55
KayongUtara,Kabupaten,2018-08,2018,8,758
KayongUtara,Kabupaten,2018-09,2018,9,351
KayongUtara,Kabupaten,2018-10,2018,10,4
KayongUtara,Kabupaten,2018-11,2018,11,0
KayongUtara,Kabupaten,2018-12,2018,12,0
KayongUtara,Kabupaten,2019-01,2019,1,0
KayongUtara,Kabupaten,2019-02,2019,2,1
KayongUtara,Kabupaten,2019-03,2019,3,8
KayongUtara,Kabupaten,2019-04,2019,4,1
KayongUtara,Kabupaten,2019-05,2019,5,0
KayongUtara,Kabupaten,2019-06,2019,6,0
KayongUtara,Kabupaten,2019-07,2019,7,10
KayongUtara,Kabupaten,2019-08,2019,8,357
KayongUtara,Kabupaten,2019-09,2019,9,2644
KayongUtara,Kabupaten,2019-10,2019,10,9
KayongUtara,Kabupaten,2019-11,2019,11,5
KayongUtara,Kabupaten,2019-12,2019,12,0
KayongUtara,Kabupaten,2020-01,2020,1,0
KayongUtara,Kabupaten,2020-02,2020,2,0
KayongUtara,Kabupaten,2020-03,2020,3,0
KayongUtara,Kabupaten,2020-04,2020,4,1
KayongUtara,Kabupaten,2020-05,2020,5,3
KayongUtara,Kabupaten,2020-06,2020,6,3
KayongUtara,Kabupaten,2020-07,2020,7,2
KayongUtara,Kabupaten,2020-08,2020,8,9
KayongUtara,Kabupaten,2020-09,2020,9,30
KayongUtara,Kabupaten,2020-10,2020,10,5
KayongUtara,Kabupaten,2020-11,2020,11,2
KayongUtara,Kabupaten,2020-12,2020,12,0
KayongUtara,Kabupaten,2021-01,2021,1,0
KayongUtara,Kabupaten,2021-02,2021,2,53
KayongUtara,Kabupaten,2021-03,2021,3,9
KayongUtara,Kabupaten,2021-04,2021,4,4
KayongUtara,Kabupaten,2021-05,2021,5,1
KayongUtara,Kabupaten,2021-06,2021,6,1
KayongUtara,Kabupaten,2021-07,2021,7,5
KayongUtara,Kabupaten,2021-08,2021,8,3
KayongUtara,Kabupaten,2021-09,2021,9,30
KayongUtara,Kabupaten,2021-10,2021,10,8
KayongUtara,Kabupaten,2021-11,2021,11,0
KayongUtara,Kabupaten,2021-12,2021,12,1
KayongUtara,Kabupaten,2022-01,2022,1,2
KayongUtara,Kabupaten,2022-02,2022,2,4
KayongUtara,Kabupaten,2022-03,2022,3,12
KayongUtara,Kabupaten,2022-04,2022,4,6
KayongUtara,Kabupaten,2022-05,2022,5,3
KayongUtara,Kabupaten,2022-06,2022,6,7
KayongUtara,Kabupaten,2022-07,2022,7,9
KayongUtara,Kabupaten,2022-08,2022,8,8
KayongUtara,Kabupaten,2022-09,2022,9,10
KayongUtara,Kabupaten,2022-10,2022,10,0
KayongUtara,Kabupaten,2022-11,2022,11,0
KayongUtara,Kabupaten,2022-12,2022,12,1
KayongUtara,Kabupaten,2023-01,2023,1,1
KayongUtara,Kabupaten,2023-02,2023,2,19
KayongUtara,Kabupaten,2023-03,2023,3,0
KayongUtara,Kabupaten,2023-04,2023,4,6
KayongUtara,Kabupaten,2023-05,2023,5,14
KayongUtara,Kabupaten,2023-06,2023,6,43
KayongUtara,Kabupaten,2023-07,2023,7,47
KayongUtara,Kabupaten,2023-08,2023,8,272
KayongUtara,Kabupaten,2023-09,2023,9,461
KayongUtara,Kabupaten,2023-10,2023,10,13
KayongUtara,Kabupaten,2023-11,2023,11,4
KayongUtara,Kabupaten,2023-12,2023,12,2
KayongUtara,Kabupaten,2024-01,2024,1,1
KayongUtara,Kabupaten,2024-02,2024,2,0
KayongUtara,Kabupaten,2024-03,2024,3,8
KayongUtara,Kabupaten,2024-04,2024,4,1
KayongUtara,Kabupaten,2024-05,2024,5,1
KayongUtara,Kabupaten,2024-06,2024,6,6
KayongUtara,Kabupaten,2024-07,2024,7,15
KayongUtara,Kabupaten,2024-08,2024,8,21
KayongUtara,Kabupaten,2024-09,2024,9,70
KayongUtara,Kabupaten,2024-10,2024,10,4
KayongUtara,Kabupaten,2024-11,2024,11,0
KayongUtara,Kabupaten,2024-12,2024,12,0
KayongUtara,Kabupaten,2025-01,2025,1,0
KayongUtara,Kabupaten,2025-02,2025,2,3
KayongUtara,Kabupaten,2025-03,2025,3,0
KayongUtara,Kabupaten,2025-04,2025,4,3
KayongUtara,Kabupaten,2025-05,2025,5,10
KayongUtara,Kabupaten,2025-06,2025,6,1
KayongUtara,Kabupaten,2025-07,2025,7,93
KayongUtara,Kabupaten,2025-08,2025,8,24
KayongUtara,Kabupaten,2025-09,2025,9,45
KayongUtara,Kabupaten,2025-10,2025,10,4
KayongUtara,Kabupaten,2025-11,2025,11,1
KayongUtara,Kabupaten,2025-12,2025,12,0
KayongUtara,Kabupaten,2026-01,2026,1,14
KayongUtara,Kabupaten,2026-02,2026,2,4
KayongUtara,Kabupaten,2026-03,2026,3,50
KayongUtara,Kabupaten,2026-04,2026,4,3
KayongUtara,Kabupaten,2026-05,2026,5,0
KayongUtara,Kabupaten,2026-06,2026,6,1
KayongUtara,Kabupaten,2026-07,2026,7,483
KayongUtara,Kabupaten,2026-08,2026,8,1819
Ketapang,Kabupaten,2012-01,2012,1,26
Ketapang,Kabupaten,2012-02,2012,2,18
